id,properties,parameters,base,baseValue,real,estimate,normalize
2,Stiffness,VibrationDuration,300,100,360,100.0,1.0037641154328734
2,Stiffness,VibrationIntensity,1.2,100,0.6,30.0,0.41025641025641024
2,Stiffness,VibrationIntensity,1.2,100,0.9,52.5,0.717948717948718
2,Stiffness,VibrationIntensity,1.2,100,1.2,100.0,1.3675213675213675
2,Stiffness,VibrationIntensity,1.2,100,1.5,110.0,1.5042735042735043
2,Stiffness,VibrationPattern,100,100,200,99.0,0.9987389659520807
2,Stiffness,VibrationPattern,100,100,100,99.5,1.003783102143758
2,Stiffness,VibrationPattern,100,100,150,97.5,0.9836065573770492
2,Stiffness,VibrationPattern,100,100,50,100.5,1.0138713745271122
2,Speed,VibrationDuration,300,100,180,85.0,0.9315068493150684
2,Speed,VibrationDuration,300,100,240,85.0,0.9315068493150684
2,Speed,VibrationDuration,300,100,300,95.0,1.0410958904109588
2,Speed,VibrationDuration,300,100,360,100.0,1.095890410958904
2,Speed,VibrationIntensity,1.2,100,0.6,40.0,0.49230769230769234
2,Speed,VibrationIntensity,1.2,100,0.9,75.0,0.9230769230769231
2,Speed,VibrationIntensity,1.2,100,1.2,105.0,1.2923076923076924
2,Speed,VibrationIntensity,1.2,100,1.5,105.0,1.2923076923076924
2,Speed,VibrationPattern,100,100,200,97.0,0.9773299748110831
2,Speed,VibrationPattern,100,100,100,100.0,1.0075566750629723
2,Speed,VibrationPattern,100,100,150,99.5,1.0025188916876575
2,Speed,VibrationPattern,100,100,50,100.5,1.012594458438287
2,Weight,VibrationDuration,300,100,180,75.0,0.8275862068965517
2,Weight,VibrationDuration,300,100,240,85.0,0.9379310344827586
2,Weight,VibrationDuration,300,100,300,100.0,1.103448275862069
2,Weight,VibrationDuration,300,100,360,102.5,1.1310344827586207
2,Weight,VibrationIntensity,1.2,100,0.6,40.0,0.5517241379310345
2,Weight,VibrationIntensity,1.2,100,0.9,50.0,0.6896551724137931
2,Weight,VibrationIntensity,1.2,100,1.2,95.0,1.3103448275862069
2,Weight,VibrationIntensity,1.2,100,1.5,105.0,1.4482758620689655
2,Weight,VibrationPattern,100,100,200,98.5,0.9949494949494949
2,Weight,VibrationPattern,100,100,100,100.0,1.0101010101010102
2,Weight,VibrationPattern,100,100,150,97.5,0.9848484848484849
2,Weight,VibrationPattern,100,100,50,100.0,1.0101010101010102
3,Magnitude,VibrationDuration,300,10,180,4.5,0.5625
3,Magnitude,VibrationDuration,300,10,240,5.5,0.6875
3,Magnitude,VibrationDuration,300,10,300,10.5,1.3125
3,Magnitude,VibrationDuration,300,10,360,11.5,1.4375
3,Magnitude,VibrationIntensity,1.2,10,0.6,5.0,0.5882352941176471
3,Magnitude,VibrationIntensity,1.2,10,0.9,4.5,0.5294117647058824
3,Magnitude,VibrationIntensity,1.2,10,1.2,11.0,1.2941176470588236
3,Magnitude,VibrationIntensity,1.2,10,1.5,13.5,1.588235294117647
3,Magnitude,VibrationPattern,100,10,200,9.5,1.0133333333333334
3,Magnitude,VibrationPattern,100,10,100,8.0,0.8533333333333334
3,Magnitude,VibrationPattern,100,10,150,9.0,0.96
3,Magnitude,VibrationPattern,100,10,50,11.0,1.1733333333333333
3,Size,VibrationDuration,300,10,180,3.0,0.4067796610169492
3,Size,VibrationDuration,300,10,240,4.5,0.6101694915254238
3,Size,VibrationDuration,300,10,300,10.0,1.3559322033898304
3,Size,VibrationDuration,300,10,360,12.0,1.6271186440677967
3,Size,VibrationIntensity,1.2,10,0.6,3.5,0.417910447761194
3,Size,VibrationIntensity,1.2,10,0.9,7.5,0.8955223880597015
3,Size,VibrationIntensity,1.2,10,1.2,10.0,1.1940298507462686
3,Size,VibrationIntensity,1.2,10,1.5,12.5,1.492537313432836
3,Size,VibrationPattern,100,10,200,8.5,0.7391304347826086
3,Size,VibrationPattern,100,10,100,12.5,1.0869565217391304
3,Size,VibrationPattern,100,10,150,12.0,1.0434782608695652
3,Size,VibrationPattern,100,10,50,13.0,1.1304347826086956
3,Stiffness,VibrationDuration,300,10,180,3.5,0.4307692307692308
3,Stiffness,VibrationDuration,300,10,240,5.5,0.676923076923077
3,Stiffness,VibrationDuration,300,10,300,9.0,1.1076923076923078
3,Stiffness,VibrationDuration,300,10,360,14.5,1.7846153846153847
3,Stiffness,VibrationIntensity,1.2,10,0.6,3.0,0.39344262295081966
3,Stiffness,VibrationIntensity,1.2,10,0.9,5.5,0.7213114754098361
3,Stiffness,VibrationIntensity,1.2,10,1.2,9.5,1.2459016393442623
3,Stiffness,VibrationIntensity,1.2,10,1.5,12.5,1.639344262295082
3,Stiffness,VibrationPattern,100,10,200,8.0,0.7441860465116279
3,Stiffness,VibrationPattern,100,10,100,11.0,1.0232558139534884
3,Stiffness,VibrationPattern,100,10,150,10.0,0.9302325581395349
3,Stiffness,VibrationPattern,100,10,50,14.0,1.302325581395349
3,Speed,VibrationDuration,300,10,180,3.0,0.3582089552238806
3,Speed,VibrationDuration,300,10,240,6.0,0.7164179104477612
3,Speed,VibrationDuration,300,10,300,10.0,1.1940298507462686
3,Speed,VibrationDuration,300,10,360,14.5,1.7313432835820894
3,Speed,VibrationIntensity,1.2,10,0.6,3.0,0.3582089552238806
3,Speed,VibrationIntensity,1.2,10,0.9,7.0,0.835820895522388
3,Speed,VibrationIntensity,1.2,10,1.2,11.0,1.3134328358208955
3,Speed,VibrationIntensity,1.2,10,1.5,12.5,1.492537313432836
3,Speed,VibrationPattern,100,10,200,10.5,0.7850467289719626
3,Speed,VibrationPattern,100,10,100,12.5,0.9345794392523364
3,Speed,VibrationPattern,100,10,150,12.5,0.9345794392523364
3,Speed,VibrationPattern,100,10,50,18.0,1.3457943925233644
3,Weight,VibrationDuration,300,10,180,4.0,0.4507042253521127
3,Weight,VibrationDuration,300,10,240,6.5,0.7323943661971831
3,Weight,VibrationDuration,300,10,300,10.0,1.1267605633802817
3,Weight,VibrationDuration,300,10,360,15.0,1.6901408450704225
3,Weight,VibrationIntensity,1.2,10,0.6,2.0,0.26229508196721313
3,Weight,VibrationIntensity,1.2,10,0.9,7.0,0.9180327868852459
3,Weight,VibrationIntensity,1.2,10,1.2,10.0,1.3114754098360655
3,Weight,VibrationIntensity,1.2,10,1.5,11.5,1.5081967213114753
3,Weight,VibrationPattern,100,10,200,7.0,0.691358024691358
3,Weight,VibrationPattern,100,10,100,12.0,1.1851851851851851
3,Weight,VibrationPattern,100,10,150,10.0,0.9876543209876543
3,Weight,VibrationPattern,100,10,50,11.5,1.1358024691358024
4,Magnitude,VibrationDuration,300,10,180,8.0,0.8648648648648649
4,Magnitude,VibrationDuration,300,10,240,7.5,0.8108108108108109
4,Magnitude,VibrationDuration,300,10,300,10.0,1.0810810810810811
4,Magnitude,VibrationDuration,300,10,360,11.5,1.2432432432432432
4,Magnitude,VibrationIntensity,1.2,10,0.6,5.5,0.6285714285714286
4,Magnitude,VibrationIntensity,1.2,10,0.9,7.5,0.8571428571428571
4,Magnitude,VibrationIntensity,1.2,10,1.2,10.5,1.2
4,Magnitude,VibrationIntensity,1.2,10,1.5,11.5,1.3142857142857143
4,Magnitude,VibrationPattern,100,10,200,7.5,0.9090909090909091
4,Magnitude,VibrationPattern,100,10,100,8.0,0.9696969696969697
4,Magnitude,VibrationPattern,100,10,150,7.5,0.9090909090909091
4,Magnitude,VibrationPattern,100,10,50,10.0,1.2121212121212122
4,Size,VibrationDuration,300,10,180,6.5,0.7027027027027027
4,Size,VibrationDuration,300,10,240,6.5,0.7027027027027027
4,Size,VibrationDuration,300,10,300,10.5,1.135135135135135
4,Size,VibrationDuration,300,10,360,13.5,1.4594594594594594
4,Size,VibrationIntensity,1.2,10,0.6,5.5,0.6027397260273972
4,Size,VibrationIntensity,1.2,10,0.9,9.5,1.0410958904109588
4,Size,VibrationIntensity,1.2,10,1.2,10.0,1.095890410958904
4,Size,VibrationIntensity,1.2,10,1.5,11.5,1.2602739726027397
4,Size,VibrationPattern,100,10,200,8.0,0.8311688311688312
4,Size,VibrationPattern,100,10,100,11.0,1.1428571428571428
4,Size,VibrationPattern,100,10,150,10.0,1.0389610389610389
4,Size,VibrationPattern,100,10,50,9.5,0.987012987012987
4,Stiffness,VibrationDuration,300,10,180,6.0,0.64
4,Stiffness,VibrationDuration,300,10,240,9.5,1.0133333333333334
4,Stiffness,VibrationDuration,300,10,300,11.5,1.2266666666666666
4,Stiffness,VibrationDuration,300,10,360,10.5,1.12
4,Stiffness,VibrationIntensity,1.2,10,0.6,6.0,0.6486486486486487
4,Stiffness,VibrationIntensity,1.2,10,0.9,8.5,0.918918918918919
4,Stiffness,VibrationIntensity,1.2,10,1.2,10.0,1.0810810810810811
4,Stiffness,VibrationIntensity,1.2,10,1.5,12.5,1.3513513513513513
4,Stiffness,VibrationPattern,100,10,200,7.5,0.8108108108108109
4,Stiffness,VibrationPattern,100,10,100,10.0,1.0810810810810811
4,Stiffness,VibrationPattern,100,10,150,9.0,0.972972972972973
4,Stiffness,VibrationPattern,100,10,50,10.5,1.135135135135135
4,Speed,VibrationDuration,300,10,180,6.0,0.75
4,Speed,VibrationDuration,300,10,240,5.5,0.6875
4,Speed,VibrationDuration,300,10,300,10.0,1.25
4,Speed,VibrationDuration,300,10,360,10.5,1.3125
4,Speed,VibrationIntensity,1.2,10,0.6,6.5,0.7323943661971831
4,Speed,VibrationIntensity,1.2,10,0.9,8.5,0.9577464788732394
4,Speed,VibrationIntensity,1.2,10,1.2,9.5,1.0704225352112675
4,Speed,VibrationIntensity,1.2,10,1.5,11.0,1.2394366197183098
