time,speed_sensor,flex_sensor,action_time,record_time
0.0149854,0.164824,11421.63,None,
0.0345888,0.164824,11421.63,None,
0.0425084,0.164824,11421.63,None,
0.0568262,0.164824,11421.63,None,
0.0699371,0.164824,11421.63,None,
0.0845644,0.164824,11421.63,None,
0.0987453,0.164824,11421.63,None,
0.1118093,0.158177,11068.84,None,
0.1251433,0.158177,11068.84,None,
0.1398388,0.158177,11068.84,None,
0.1546339,0.158177,11068.84,None,
0.1680033,0.158177,11068.84,None,
0.1855918,0.158177,11068.84,None,
0.1945812,0.158177,11068.84,None,
0.2082578,0.145132,11421.63,None,
0.2241582,0.145132,11421.63,None,
0.2371732,0.145132,11421.63,None,
0.2501535,0.145132,11421.63,None,
0.2641856,0.145132,11421.63,None,
0.2772288,0.145132,11421.63,None,
0.2914996,0.145132,11421.63,None,
0.3058703,0.145132,11421.63,None,
0.3192644,0.145132,11563.95,None,
0.3390079,0.145132,11563.95,None,
0.347459,0.145132,11563.95,None,
0.3608409,0.145132,11563.95,None,
0.3753702,0.145132,11563.95,None,
0.3889103,0.145132,11563.95,None,
0.4022244,0.145132,11563.95,None,
0.4165549,0.145132,11350.73,None,
0.4320791,0.145132,11350.73,None,
0.4441839,0.145132,11350.73,None,
0.458145,0.145132,11350.73,None,
0.47249,0.145132,11350.73,None,
0.4908744,0.145132,11350.73,None,
0.5002871,0.145132,11350.73,None,
0.514321,0.145132,11350.73,None,
0.5270676,0.139018,11139.06,None,
0.5417089,0.139018,11139.06,None,
0.5556404,0.139018,11139.06,None,
0.5689349,0.139018,11139.06,None,
0.5833126,0.139018,11139.06,None,
0.598321,0.139018,11139.06,None,
0.6106607,0.139018,11139.06,None,
0.6248477,0.127013,11280,None,
0.6453314,0.127013,11280,None,
0.6527125,0.127013,11280,None,
0.6666527,0.127013,11280,None,
0.6807407,0.127013,11280,None,
0.6939462,0.127013,11280,None,
0.7084857,0.127013,11280,None,
0.7223918,0.110146,11209.44,None,
0.7357006,0.110146,11209.44,None,
0.7500938,0.110146,11209.44,None,
0.7640479,0.110146,11209.44,None,
0.7774975,0.110146,11209.44,None,
0.7975053,0.110146,11209.44,None,
0.8053839,0.110146,11209.44,None,Yes
0.8189403,0.110146,11209.44,None,
0.8335099,0.115685,11706.96,None,
0.8485095,0.115685,11706.96,None,
0.8608836,0.115685,11706.96,None,
0.8751282,0.115685,11706.96,None,
0.8888135,0.115685,11706.96,None,
0.9023494,0.115685,11706.96,None,
0.9166184,0.115685,11706.96,None,
0.9306085,0.10502,11922.79,None,
0.9496982,0.10502,11922.79,None,
0.9586436,0.10502,11922.79,None,
0.9723448,0.10502,11922.79,None,
0.9854443,0.10502,11922.79,None,
0.9999576,0.10502,11922.79,None,
1.01511,0.10502,11922.79,None,
1.028221,0.10502,11922.79,None,
1.042525,0.10502,11492.7,None,
1.057001,0.10502,11492.7,None,
1.068714,0.10502,11492.7,None,
1.083133,0.10502,11492.7,None,
1.101673,0.10502,11492.7,None,
1.110188,0.10502,11492.7,None,
1.124222,0.10502,11492.7,None,
1.139104,0.115685,12067.57,Inhale,
1.153944,0.115685,12067.57,None,
1.166982,0.115685,12067.57,None,
1.180847,0.115685,12067.57,None,
1.193781,0.115685,12067.57,None,
1.208118,0.115685,12067.57,None,
1.221755,0.115685,12067.57,None,
1.23634,0.115685,12067.57,None,
1.256104,0.115685,12067.57,None,
1.26709,0.115685,12067.57,None,
1.276989,0.115685,12067.57,None,
1.291043,0.115685,12067.57,None,
1.30501,0.115685,12067.57,None,
1.319113,0.115685,12067.57,None,
1.333053,0.115685,12067.57,None,
1.346304,0.099812,12727.95,None,
1.360577,0.099812,12727.95,None,
1.374744,0.099812,12727.95,None,
1.388406,0.099812,12727.95,None,
1.40737,0.099812,12727.95,None,
1.417121,0.099812,12727.95,None,
1.430919,0.099812,12727.95,None,
1.444067,0.110146,12876.71,None,
1.458285,0.110146,12876.71,None,
1.473811,0.110146,12876.71,None,
1.485083,0.110146,12876.71,None,
1.499943,0.110146,12876.71,None,
1.514162,0.110146,12876.71,None,
1.52711,0.110146,12876.71,None,
1.542336,0.110146,12876.71,None,
1.560599,0.099812,12727.95,None,
1.569665,0.099812,12727.95,None,
1.582958,0.099812,12727.95,None,
1.596765,0.099812,12727.95,None,
1.610052,0.099812,12727.95,None,
1.627608,0.099812,12727.95,None,
1.63831,0.099812,12727.95,None,
1.6542,0.099812,12579.93,None,
1.667321,0.099812,12579.93,None,
1.683058,0.099812,12579.93,None,
1.6949,0.099812,12579.93,None,
1.71472,0.099812,12579.93,None,
1.723068,0.099812,12579.93,None,
1.735696,0.099812,12579.93,None,
1.749445,0.099812,13026.21,None,
1.763717,0.099812,13026.21,None,
1.777102,0.099812,13026.21,None,
1.790963,0.099812,13026.21,None,
1.805182,0.099812,13026.21,None,
1.818998,0.099812,13026.21,None,
1.833244,0.099812,13026.21,None,
1.846862,0.099812,13026.21,None,
1.865206,0.10502,12653.84,None,
1.874315,0.10502,12653.84,None,
1.889437,0.10502,12653.84,None,
1.901694,0.10502,12653.84,None,
1.915838,0.10502,12653.84,None,
1.929944,0.10502,12653.84,None,
1.943937,0.10502,12653.84,None,
1.957918,0.090115,12653.84,None,
1.972089,0.090115,12653.84,None,
1.9851,0.090115,12653.84,None,
1.99949,0.090115,12653.84,None,
2.018528,0.090115,12653.84,None,
2.026474,0.090115,12653.84,None,
2.040402,0.090115,12653.84,None,
2.054872,0.090115,12653.84,None,
2.068197,0.090115,13327.48,None,
2.083257,0.090115,13327.48,None,
2.098121,0.090115,13327.48,None,
2.109906,0.090115,13327.48,None,
2.123806,0.090115,13327.48,None,
2.137735,0.090115,13327.48,None,
2.151616,0.090115,13327.48,None,
2.170595,0.090115,13251.88,None,
2.179485,0.090115,13251.88,None,
2.193154,0.090115,13251.88,None,
2.207919,0.090115,13251.88,None,
2.221706,0.090115,13251.88,None,
2.235507,0.090115,13251.88,None,
2.249443,0.090115,13251.88,None,
2.262379,0.081036,13101.25,None,
2.299351,0.081036,13101.25,None,
2.319823,0.081036,13101.25,None,
2.338415,0.081036,13101.25,None,
2.347193,0.081036,13101.25,None,
2.360026,0.081036,13101.25,None,
2.374642,0.081036,13026.21,None,
2.388245,0.081036,13026.21,None,
2.402178,0.081036,13026.21,None,
2.415062,0.081036,13026.21,None,
2.42739,0.081036,13026.21,None,
2.442057,0.081036,13026.21,None,
2.455703,0.081036,13026.21,None,
2.468423,0.072559,13176.47,None,
2.483321,0.072559,13176.47,None,
2.501963,0.072559,13176.47,None,
2.512323,0.072559,13176.47,None,
2.524508,0.072559,13176.47,None,
2.538296,0.072559,13176.47,None,
2.551746,0.072559,13176.47,None,
2.566036,0.072559,13176.47,None,
2.580062,0.072559,13101.25,None,
2.593549,0.072559,13101.25,None,
2.607511,0.072559,13101.25,None,
2.621151,0.072559,13101.25,None,
2.635139,0.072559,13101.25,None,
2.654782,0.072559,13101.25,None,
2.663109,0.072559,13101.25,None,
2.677165,0.072559,12951.37,None,
2.690904,0.072559,12951.37,None,
2.704867,0.072559,12951.37,None,
2.720872,0.072559,12951.37,None,
2.732622,0.072559,12951.37,None,
2.746441,0.072559,12951.37,None,
2.760129,0.072559,12951.37,None,
2.774261,0.072559,12951.37,None,
2.788187,0.068633,12951.37,None,
2.807092,0.068633,12951.37,None,
2.816174,0.068633,12951.37,None,
2.837792,0.068633,12951.37,None,
2.857553,0.068633,12951.37,None,
2.871313,0.068633,12951.37,None,
2.884337,0.072559,13251.88,None,
2.899166,0.072559,13251.88,None,
2.912851,0.072559,13251.88,None,
2.927766,0.072559,13251.88,None,
2.940881,0.072559,13251.88,None,
2.95929,0.072559,13251.88,None,
2.967847,0.072559,13251.88,None,
2.982096,0.094999,13026.21,None,
