time,speed_sensor,flex_sensor,action_time,record_time
0.0149102,1.673389,11350.73,None,
0.0310492,1.673389,11350.73,None,
0.0433474,1.673389,11350.73,None,
0.0568308,1.673389,11350.73,None,
0.0708687,1.673389,11350.73,None,
0.0847574,1.673389,11350.73,None,
0.0986121,1.556691,11421.63,None,
0.1195497,1.556691,11421.63,None,
0.1406375,1.556691,11421.63,None,
0.1540632,1.556691,11421.63,None,
0.1675155,1.556691,11421.63,None,
0.1813558,1.556691,11421.63,None,
0.1949388,1.556691,11421.63,None,
0.2089686,1.391529,11421.63,None,
0.2226501,1.391529,11421.63,None,
0.2366458,1.391529,11421.63,None,
0.2504767,1.391529,11421.63,None,
0.269969,1.391529,11421.63,None,
0.2793449,1.391529,11421.63,None,
0.2918969,1.391529,11421.63,None,
0.3058102,1.363736,11492.7,None,
0.3212893,1.363736,11492.7,None,
0.3335373,1.363736,11492.7,None,
0.3476061,1.363736,11492.7,None,
0.3619707,1.363736,11492.7,None,
0.3749461,1.363736,11492.7,None,
0.3892579,1.363736,11492.7,None,
0.4069768,1.212118,11209.44,None,
0.4171774,1.212118,11209.44,None,
0.4311411,1.212118,11209.44,None,
0.4446112,1.212118,11209.44,None,
0.4585225,1.212118,11209.44,None,
0.4725576,1.212118,11209.44,None,
0.4863356,1.212118,11209.44,None,
0.5019392,1.141755,11706.96,None,
0.5168248,1.141755,11706.96,None,
0.5281059,1.141755,11706.96,None,
0.5414548,1.141755,11706.96,None,
0.5603354,1.141755,11706.96,None,
0.5697909,1.141755,11706.96,None,
0.5831796,1.141755,11706.96,None,
0.5972484,1.071633,11778.73,None,
0.611798,1.071633,11778.73,None,
0.6247075,1.071633,11778.73,None,
0.6388037,1.071633,11778.73,None,
0.6525951,1.071633,11778.73,None,
0.6665398,1.071633,11778.73,None,
0.6811027,1.071633,11778.73,None,
0.6944443,1.071633,11778.73,None,
0.715188,1.004353,11563.95,None,
0.7259721,1.004353,11563.95,None,
0.7355206,1.004353,11563.95,None,
0.7499757,1.004353,11563.95,None,
0.7632278,1.004353,11563.95,None,
0.7777715,1.004353,11563.95,None,
0.7917649,1.004353,11563.95,None,
0.8055314,0.961737,11350.73,None,
0.8193681,0.961737,11350.73,None,
0.8336565,0.961737,11350.73,None,
0.8477389,0.961737,11350.73,None,
