time,speed_sensor,flex_sensor,action_time,record_time
0.0140951,0.605103,11209.44,None,
0.0299273,0.605103,11209.44,None,
0.0419416,0.605103,11209.44,None,
0.0612681,0.605103,11209.44,None,
0.0711143,0.605103,11209.44,None,
0.0831964,0.605103,11209.44,None,
0.09782811,0.605103,11209.44,None,
0.1121343,0.55912,11139.06,None,
0.1253004,0.55912,11139.06,None,
0.1385665,0.55912,11139.06,None,
0.1532815,0.55912,11139.06,None,
0.1675506,0.55912,11139.06,None,
0.1797818,0.55912,11139.06,None,
0.1947522,0.55912,11139.06,None,
0.2129552,0.515634,11280,None,
0.2216216,0.515634,11280,None,
0.2357362,0.515634,11280,None,
0.249307,0.515634,11280,None,
0.2635126,0.515634,11280,None,
0.2794723,0.515634,11280,None,
0.2907548,0.515634,11280,None,
0.3046283,0.460938,11350.73,None,
0.3194396,0.460938,11350.73,None,
0.3325019,0.460938,11350.73,None,
0.3465613,0.460938,11350.73,None,
0.3653943,0.460938,11350.73,None,
0.3744826,0.460938,11350.73,None,
0.3886091,0.460938,11350.73,None,
0.4024456,0.460938,11350.73,None,
0.4161177,0.447764,11280,None,
0.4300352,0.447764,11280,None,
0.4440668,0.447764,11280,None,
0.4578258,0.447764,11280,None,
0.4715408,0.447764,11280,None,
0.4870367,0.447764,11280,None,
0.4994255,0.447764,11280,None,
0.5186889,0.422334,11280,None,
0.527637,0.422334,11280,None,
0.5408242,0.422334,11280,None,
0.5549052,0.422334,11280,None,
0.5691979,0.422334,11280,None,
0.5825655,0.422334,11280,None,
0.596951,0.422334,11280,None,
0.6112791,0.422334,11280,None,
0.6245134,0.374261,11421.63,None,
0.6385748,0.374261,11421.63,None,
0.6527163,0.374261,11421.63,None,
0.6793565,0.374261,11421.63,None,
0.6959476,0.374261,11421.63,None,
0.7073827,0.374261,11421.63,None,
0.7207614,0.351589,11209.44,None,
0.7358313,0.351589,11209.44,None,
0.7491802,0.351589,11209.44,None,
0.7628658,0.351589,11209.44,None,
0.7774431,0.351589,11209.44,None,
0.7906271,0.351589,11209.44,None,
0.8049399,0.351589,11209.44,None,
0.8241452,0.329806,11421.63,None,
