time,speed_sensor,flex_sensor,action_time,record_time
0.0139409,0.022318,10928.92,None,
0.0295934,0.022318,10928.92,None,
0.0435375,0.022318,10789.66,None,
0.0556012,0.022318,10789.66,None,
0.07313401,0.022318,10789.66,None,
0.0850272,0.022318,10789.66,None,
0.1007774,0.022318,10789.66,None,
0.1159592,0.022318,10789.66,None,
0.1303651,0.022318,10789.66,None,
0.1455966,0.022318,10998.79,None,
0.1611265,0.022318,10998.79,None,
0.1742691,0.022318,10998.79,None,
0.1884299,0.022318,10998.79,None,
0.2026968,0.022318,10998.79,None,
0.2183312,0.022318,10998.79,None,
0.2317278,0.022318,10998.79,None,
0.2457754,0.022318,11068.84,None,
0.2605646,0.022318,11068.84,None,
0.2760778,0.022318,11068.84,None,
0.2885353,0.022318,11068.84,None,
0.3027314,0.022318,11068.84,None,
0.3170842,0.022318,11068.84,None,
0.3303653,0.022318,11068.84,None,
0.3445309,0.022318,11209.44,None,
0.3586423,0.022318,11209.44,None,
0.3723729,0.022318,11209.44,None,
0.3865157,0.022318,11209.44,None,
0.4005911,0.022318,11209.44,None,
0.4141549,0.022318,11209.44,None,
0.4282602,0.022318,11209.44,None,
0.4429087,0.022318,11209.44,None,
0.4568724,0.01865,11068.84,None,
0.4699499,0.01865,11068.84,None,
0.4853652,0.01865,11068.84,None,
0.4971676,0.01865,11068.84,None,
0.5115919,0.01865,11068.84,None,
0.5257229,0.01865,11068.84,None,
0.5392483,0.01865,11068.84,None,
0.5538914,0.01865,10789.66,None,
0.5681001,0.01865,10789.66,None,
0.5810246,0.01865,10789.66,None,
0.5946597,0.01865,10789.66,None,
0.6090113,0.01865,10789.66,None,
0.6227099,0.01865,10789.66,None,
0.6368229,0.01865,10789.66,None,
0.6511776,0.015389,11139.06,None,
0.6647369,0.015389,11139.06,None,
0.6783684,0.015389,11139.06,None,
0.6944187,0.015389,11139.06,None,
0.7066368,0.015389,11139.06,None,
0.7204857,0.015389,11139.06,None,
0.7343013,0.015389,11139.06,None,
0.747691,0.015389,11139.06,None,
0.7615409,0.015389,10928.92,None,
0.7763019,0.015389,10928.92,None,
0.7900541,0.015389,10928.92,None,
0.8035672,0.015389,10928.92,None,
0.8185603,0.015389,10928.92,None,
0.8314192,0.015389,10928.92,None,
0.8450699,0.015389,10928.92,None,
0.8595629,0.017012,11068.84,None,
0.8731396,0.017012,11068.84,None,
0.8873019,0.017012,11068.84,None,
0.9028471,0.017012,11068.84,None,
0.9142671,0.017012,11068.84,None,
0.928569,0.017012,11068.84,None,
0.9424803,0.017012,11068.84,None,Yes
0.9564527,0.017012,11068.84,None,
0.9701282,0.012514,10859.21,None,
0.9844427,0.012514,10859.21,None,
0.9977436,0.012514,10859.21,None,
1.011765,0.012514,10859.21,None,
1.026684,0.012514,10859.21,None,
1.040824,0.012514,10859.21,None,
1.055449,0.012514,10859.21,None,
1.067746,0.015389,11492.7,Inhale,
1.082101,0.015389,11492.7,None,
1.097721,0.015389,11492.7,None,
1.109146,0.015389,11492.7,None,
1.123185,0.015389,11492.7,None,
1.137597,0.015389,11492.7,None,
1.151158,0.017012,11350.73,None,
1.165545,0.017012,11350.73,None,
1.192674,0.017012,11350.73,None,
1.207865,0.017012,11350.73,None,
1.220439,0.017012,11350.73,None,
1.233923,0.017012,11350.73,None,
1.248099,0.017012,11350.73,None,
1.262057,0.01865,11563.95,None,
1.275515,0.01865,11563.95,None,
1.289518,0.01865,11563.95,None,
1.305437,0.01865,11563.95,None,
1.317812,0.01865,11563.95,None,
1.331766,0.01865,11563.95,None,
1.34594,0.01865,11563.95,None,
1.360028,0.020479,11421.63,None,
1.373291,0.020479,11421.63,None,
1.387146,0.020479,11421.63,None,
1.401026,0.020479,11421.63,None,
1.415263,0.020479,11421.63,None,
1.428702,0.020479,11421.63,None,
1.442647,0.020479,11421.63,None,
1.456924,0.020479,11421.63,None,
1.471099,0.020479,11635.37,None,
1.484509,0.020479,11635.37,None,
1.498591,0.020479,11635.37,None,
1.514732,0.020479,11635.37,None,
1.5264,0.020479,11635.37,None,
1.540164,0.020479,11635.37,None,
1.555251,0.020479,11635.37,None,
1.568761,0.017012,11850.67,None,
1.581907,0.017012,11850.67,None,
1.595737,0.017012,11850.67,None,
1.609148,0.017012,11850.67,None,
1.623362,0.017012,11850.67,None,
1.637732,0.017012,11850.67,None,
1.65171,0.017012,11850.67,None,
1.665197,0.01865,11922.79,None,
1.679292,0.01865,11922.79,None,
1.692689,0.01865,11922.79,None,
1.706286,0.01865,11922.79,None,
1.722396,0.01865,11922.79,None,
1.734927,0.01865,11922.79,None,
1.748305,0.01865,11922.79,None,
1.762783,0.01865,11922.79,None,
1.776463,0.01865,11778.73,None,
1.789996,0.01865,11778.73,None,
1.803982,0.01865,11778.73,None,
1.818125,0.01865,11778.73,None,
1.831939,0.01865,11778.73,None,
1.845685,0.01865,11778.73,None,
1.859398,0.01865,11778.73,None,
1.873359,0.01865,12213.05,None,
1.887945,0.01865,12213.05,None,
1.90165,0.01865,12213.05,None,
1.916136,0.01865,12213.05,None,
1.931249,0.01865,12213.05,None,
1.942414,0.01865,12213.05,None,
1.956763,0.01865,12213.05,None,
1.97064,0.015389,12213.05,None,
1.984072,0.015389,12213.05,None,
1.99844,0.015389,12213.05,None,
2.012678,0.015389,12213.05,None,
2.026162,0.015389,12213.05,None,
2.041004,0.015389,12213.05,None,
2.054839,0.015389,12213.05,None,
2.068594,0.015389,12213.05,None,
2.082149,0.01865,12067.57,None,
2.095485,0.01865,12067.57,None,
2.108979,0.01865,12067.57,None,
2.123827,0.01865,12067.57,None,
2.139131,0.01865,12067.57,None,
2.151161,0.01865,12067.57,None,
2.164917,0.01865,12067.57,None,
2.179014,0.015389,11995.09,None,
2.193049,0.015389,11995.09,None,
2.20646,0.015389,11995.09,None,
2.221306,0.015389,11995.09,None,
2.23462,0.015389,11995.09,None,
2.248195,0.015389,11995.09,None,
2.262568,0.015389,11995.09,None,
2.276451,0.015389,11995.09,None,
2.290255,0.015389,12286.07,None,
2.304117,0.015389,12286.07,None,
2.317923,0.015389,12286.07,None,
2.332735,0.015389,12286.07,None,
2.347557,0.015389,12286.07,None,
2.359284,0.015389,12286.07,None,
2.373535,0.015389,12286.07,None,
2.387666,0.015389,12213.05,None,
2.40135,0.015389,12213.05,None,
2.415089,0.015389,12213.05,None,
2.428986,0.015389,12213.05,None,
2.443112,0.015389,12213.05,None,
2.456743,0.015389,12213.05,None,
2.470991,0.015389,12213.05,None,
2.491816,0.015389,12140.22,None,
2.500002,0.015389,12140.22,None,
2.514406,0.015389,12140.22,None,
2.528286,0.015389,12140.22,None,
2.540985,0.015389,12140.22,None,
2.557048,0.015389,12140.22,None,
2.568999,0.015389,12140.22,None,
2.581912,0.015389,12140.22,None,
2.596277,0.012514,12213.05,None,
2.610149,0.012514,12213.05,None,
2.623268,0.012514,12213.05,None,
2.637757,0.012514,12213.05,None,
2.651482,0.012514,12213.05,None,
2.664851,0.012514,12213.05,None,
2.679436,0.012514,12213.05,None,
2.692699,0.012514,12506.19,None,
2.706477,0.012514,12506.19,None,
2.720876,0.012514,12506.19,None,
2.73508,0.012514,12506.19,None,
