time,speed_sensor,flex_sensor,action_time,record_time
0.0139238,1.10798,11421.63,None,
0.030245,1.10798,11421.63,None,
0.0484712,1.10798,11421.63,None,
0.055546,1.10798,11421.63,None,
0.0699533,1.10798,11421.63,None,
0.083868,1.018432,11209.44,None,
0.09766649,1.018432,11209.44,None,
0.1129186,1.018432,11209.44,None,
0.1249739,1.018432,11209.44,None,
0.1392629,1.018432,11209.44,None,
0.1538949,1.018432,11209.44,None,
0.1665469,1.018432,11209.44,None,
0.1798712,0.953813,11139.06,None,
0.1943875,0.953813,11139.06,None,
0.2133273,0.953813,11139.06,None,
0.2217121,0.953813,11139.06,None,
0.2359541,0.953813,11139.06,None,
0.2498561,0.953813,11139.06,None,
0.2632225,0.953813,11139.06,None,
0.2774252,0.953813,11139.06,None,
0.2914165,0.912579,11209.44,None,
0.3047298,0.912579,11209.44,None,
0.3202644,0.912579,11209.44,None,
0.3329484,0.912579,11209.44,None,
0.3462846,0.912579,11209.44,None,
0.3656358,0.912579,11209.44,None,
0.3748642,0.912579,11209.44,None,
0.387704,0.833539,11209.44,None,
0.4020557,0.833539,11209.44,None,
0.4166675,0.833539,11209.44,None,
0.4298085,0.833539,11209.44,None,
0.4438371,0.833539,11209.44,None,
0.457914,0.833539,11209.44,None,
0.4715065,0.833539,11209.44,None,
0.4865552,0.795705,11139.06,None,
0.5071293,0.795705,11139.06,None,
0.5169473,0.795705,11139.06,None,
0.5272281,0.795705,11139.06,None,
0.5406395,0.795705,11139.06,None,
0.5548532,0.795705,11139.06,None,
0.5686257,0.795705,11139.06,None,
0.5822552,0.706395,11068.84,None,
0.5970486,0.706395,11068.84,None,
0.6102689,0.706395,11068.84,None,
0.6245151,0.706395,11068.84,None,
0.6386945,0.706395,11068.84,None,
0.6572071,0.706395,11068.84,None,
0.6650865,0.706395,11068.84,None,
0.6800734,0.688784,11350.73,None,
0.6941278,0.688784,11350.73,None,
0.7072844,0.688784,11350.73,None,
0.7230134,0.688784,11350.73,None,
0.7355803,0.688784,11350.73,None,
0.7489854,0.688784,11350.73,None,
0.7637123,0.688784,11350.73,None,
0.777062,0.688784,11350.73,None,
0.7902293,0.671493,11280,None,
0.8105564,0.671493,11280,None,
0.8185974,0.671493,11280,None,
0.8322638,0.671493,11280,None,
0.8464207,0.671493,11280,None,
0.8616999,0.671493,11280,None,
0.8762452,0.671493,11280,None,
0.8964964,0.606629,11280,None,
0.9162574,0.606629,11280,None,
0.9315639,0.606629,11280,None,
0.9438456,0.606629,11280,None,
0.9629293,0.606629,11280,None,
0.9712515,0.606629,11280,None,
0.9855457,0.606629,11280,None,
0.9996109,0.561055,11209.44,None,
1.014509,0.561055,11209.44,None,
1.029281,0.561055,11209.44,None,
1.041606,0.561055,11209.44,None,
1.056822,0.561055,11209.44,None,
1.06711,0.561055,11209.44,None,
1.080888,0.561055,11209.44,None,
1.096222,0.531677,11350.73,None,
1.116221,0.531677,11350.73,None,
1.12413,0.531677,11350.73,None,
1.139333,0.531677,11350.73,None,
1.151376,0.531677,11350.73,None,
1.165587,0.531677,11350.73,None,
1.179662,0.531677,11350.73,None,
1.194174,0.517013,11280,None,
1.207045,0.517013,11280,None,
1.221085,0.517013,11280,None,
1.235586,0.517013,11280,None,
1.248773,0.517013,11280,None,
1.269287,0.517013,11280,None,
1.277571,0.517013,11280,None,
1.290645,0.517013,11280,None,Yes
1.305866,0.489131,11280,None,
1.319765,0.489131,11280,None,
1.332568,0.489131,11280,None,
1.34808,0.489131,11280,None,
1.360679,0.489131,11280,None,
1.373562,0.489131,11280,None,
1.387464,0.489131,11280,None,
1.401383,0.449446,11280,None,
1.421211,0.449446,11280,None,
1.429699,0.449446,11280,None,
1.442901,0.449446,11280,None,
1.456967,0.449446,11280,None,
1.47127,0.449446,11280,None,
1.484868,0.449446,11280,None,
1.49861,0.449446,11280,None,
1.512573,0.475887,11280,None,
1.525756,0.475887,11280,None,
1.539948,0.475887,11280,None,
1.556086,0.475887,11280,None,
1.573421,0.475887,11280,None,
1.582711,0.475887,11280,None,
1.59616,0.475887,11280,None,
1.608896,0.489131,11350.73,None,
